property_url,mls,mls_id,status,style,street,unit,city,state,zip_code,beds,full_baths,half_baths,sqft,year_built,list_price,list_date,sold_price,last_sold_date,lot_sqft,price_per_sqft,latitude,longitude,stories,hoa_fee,parking_garage,distance_miles,transit_stop,transit_type,stop_lat,stop_lon,search_location
https://www.realtor.com/realestateandhomes-detail/9206552965,HCNJ,250006679,FOR_SALE,CONDOS,160 Central Ave,Unit 2,Jersey City,NJ,07307,3,2,,1350,,1149000,2025-04-07,,,,851,40.74028,-74.05304,,,,0.24007715728278778,SUMMIT AVE AT MANHATTAN AVE,bus,40.743688,-74.053961,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/9297714284,PHPA,NJHD2000280,FOR_SALE,CONDOS,160 Central Ave,Unit 3,Jersey City,NJ,07307,3,2,,1515,2025,1199000,2025-05-15,,,,791,40.74028,-74.05304,2,250,,0.24007715728278778,SUMMIT AVE AT MANHATTAN AVE,bus,40.743688,-74.053961,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/6885985240,HCNJ,250006671,FOR_SALE,CONDOS,270 Harrison Ave,Apt 304,Jersey City,NJ,07304,3,2,,1415,,440000,2025-04-06,195000,2013-09-09,,311,40.721441,-74.079467,2,1019,,0.2426611133046882,WEST SIDE AVE AT CLENDENNY AVE,bus,40.71913,-74.082951,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/9054808749,HCNJ,250007199,FOR_SALE,MULTI_FAMILY,612 Palisade Ave,,Jersey City,NJ,07307,6,4,1,,,1650000,2025-04-12,,,,,40.749329,-74.040611,,,,0.24805811567472957,NEW YORK AVE AT 2ND ST,bus,40.752909,-74.040181,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/6736480639,HCNJ,250010172,FOR_SALE,SINGLE_FAMILY,27 Lexington Ave,,Jersey City,NJ,07304,7,2,1,,,405000,2025-05-21,315000,2006-01-24,,,40.717463,-74.078725,2,,,0.24991474009435397,WEST SIDE AVE AT CLENDENNY AVE,bus,40.71913,-74.082951,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/9348566073,HCNJ,250008507,FOR_SALE,MULTI_FAMILY,608 Palisade Ave,,Jersey City,NJ,07307,7,3,,,,1425000,2025-04-30,,,2400,,40.749214,-74.040703,2,,,0.25643223296354434,NEW YORK AVE AT 2ND ST,bus,40.752909,-74.040181,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/9740762257,HCNJ,250005733,FOR_SALE,CONDOS,12 Irving St,Unit 2,Jersey City,NJ,07307,3,2,,1443,,929000,2025-03-25,,,,644,40.753204,-74.045113,,,1,0.2596001439291904,NEW YORK AVE AT 2ND ST,bus,40.752909,-74.040181,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/9010564033,HCNJ,250009729,FOR_SALE,LAND,2380 John F Kennedy Blvd,,Jersey City,NJ,07304,,,,,,3000000,2025-05-15,,,11000,,40.718967,-74.077988,,,,0.26080281759006746,WEST SIDE AVE AT CLENDENNY AVE,bus,40.71913,-74.082951,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/9516548834,HCNJ,250009666,FOR_SALE,CONDOS,123 Washington St,Apt 4R,Hoboken,NJ,07030,1,1,,606,,545000,2025-05-15,,,,899,40.738167,-74.030457,2,237,,0.26195775241691877,HOBOKEN,rail,40.734843,-74.028046,"Hoboken, NJ"
https://www.realtor.com/realestateandhomes-detail/9630909597,HCNJ,250010192,FOR_SALE,MULTI_FAMILY,97 Reservoir Ave,,Jersey City,NJ,07307,8,3,,,,1350000,2025-05-21,,,2500,,40.740082,-74.052254,,,1,0.26445991379681294,SUMMIT AVE AT MANHATTAN AVE,bus,40.743688,-74.053961,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/5147841031,HCNJ,250005657,FOR_SALE,MULTI_FAMILY,21 Boyd Ave,,Jersey City,NJ,07304,4,2,,,,599999,2025-03-25,5000,1975-11-03,4200,,40.715467,-74.081253,,,2,0.26801628107969205,WEST SIDE AVE AT CLENDENNY AVE,bus,40.71913,-74.082951,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/9885765197,HCNJ,250009057,FOR_SALE,CONDOS,13 Manhattan Ave,Unit 1,Jersey City,NJ,07307,3,2,,1282,,699900,2025-05-07,820000,2025-05-02,,546,40.741578,-74.049648,2,139,,0.2691367480149573,SUMMIT AVE AT MANHATTAN AVE,bus,40.743688,-74.053961,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/5114599810,HCNJ,250006490,FOR_SALE,SINGLE_FAMILY,216 Ege Ave,,Jersey City,NJ,07304,4,1,1,,,600000,2025-04-03,165000,2002-10-17,3500,,40.715456,-74.084799,,,,0.2714464152533144,WEST SIDE AVE AT CLENDENNY AVE,bus,40.71913,-74.082951,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/5975309395,HCNJ,250005919,FOR_SALE,CONDOS,259 Griffith St,Unit 1,Jersey City,NJ,07307,2,1,,688,,339000,2025-03-27,286000,2019-10-15,,493,40.747634,-74.053987,2,238,,0.27228786146718875,SUMMIT AVE AT MANHATTAN AVE,bus,40.743688,-74.053961,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/5311973018,BCNJ,25013358,FOR_SALE,SINGLE_FAMILY,967 Summit Ave,,Jersey City,NJ,07307,3,1,1,,,825000,2025-05-22,65000,1999-08-17,,,40.74733,-74.051834,,,,0.2749827931198445,SUMMIT AVE AT MANHATTAN AVE,bus,40.743688,-74.053961,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/9633942468,HCNJ,250007155,FOR_SALE,MULTI_FAMILY,139 Prospect St,,Jersey City,NJ,07307,11,5,,,,1559000,2025-04-11,,,4479,,40.739712,-74.053169,,,3,0.2774852426570521,SUMMIT AVE AT MANHATTAN AVE,bus,40.743688,-74.053961,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/6646971177,HCNJ,250008664,FOR_SALE,MULTI_FAMILY,10 Clendenny Ave,,Jersey City,NJ,07304,7,2,,,,850000,2025-05-02,,,3305,,40.717008,-74.078366,2,,,0.28175355668562924,WEST SIDE AVE AT CLENDENNY AVE,bus,40.71913,-74.082951,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/6772967329,HCNJ,250006345,FOR_SALE,MULTI_FAMILY,152 Bentley Ave,,Jersey City,NJ,07304,5,3,,,,789000,2025-04-02,575000,2025-04-02,1574,,40.722505,-74.079838,2,,2,0.2845061932957898,WEST SIDE AVE AT CLENDENNY AVE,bus,40.71913,-74.082951,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/5875810399,HCNJ,250007806,FOR_SALE,MULTI_FAMILY,103 Beach St,,Jersey City,NJ,07307,5,2,1,,,840000,2025-04-22,105000,1996-10-15,2500,,40.744853,-74.059235,2,,,0.2882208228244398,SUMMIT AVE AT MANHATTAN AVE,bus,40.743688,-74.053961,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/9876167150,BCNJ,25012047,FOR_SALE,TOWNHOMES,111 Mulberry St,Unit A,Newark,NJ,07102,2,1,1,,,499900,2025-04-21,,,,,40.73542,-74.169815,,,,0.2882677463828338,NEWARK PENN STATION,rail,40.734221,-74.164554,"Newark, NJ"
https://www.realtor.com/realestateandhomes-detail/5028813610,HCNJ,250007570,FOR_SALE,MULTI_FAMILY,310 Ege Ave,,Jersey City,NJ,07304,6,2,,,,579000,2025-04-17,85000,1995-08-23,1773,,40.717652,-74.088122,,,,0.29000694050179593,WEST SIDE AVE AT CLENDENNY AVE,bus,40.71913,-74.082951,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/9203834333,HCNJ,250009042,FOR_SALE,CONDOS,443 Bergen Ave,Unit 1,Jersey City,NJ,07304,3,2,,1150,,449000,2025-05-07,,,,390,40.716843,-74.078224,,177,,0.2940982637634806,WEST SIDE AVE AT CLENDENNY AVE,bus,40.71913,-74.082951,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/9280061929,HCNJ,250006959,FOR_SALE,CONDOS,102.5 Congress St,Unit 2,Jersey City,NJ,07307,1,1,,700,,399000,2025-04-09,,,,570,40.750576,-74.044914,2,334,,0.2959730338966019,NEW YORK AVE AT 2ND ST,bus,40.752909,-74.040181,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/9660448601,GSNJ,3952906,FOR_SALE,CONDOS,89 Lincoln St,Unit 2,Jersey City,NJ,07307,3,3,1,1642,2023,949000,2025-03-25,,,2178,578,40.747951,-74.052989,,,2,0.29854836657089767,SUMMIT AVE AT MANHATTAN AVE,bus,40.743688,-74.053961,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/5558038632,HCNJ,250006841,FOR_SALE,SINGLE_FAMILY,112 Beach St,,Jersey City,NJ,07307,4,2,,,,875000,2025-04-08,320000,2005-06-27,,,40.74535,-74.059234,,,,0.2995520494194708,SUMMIT AVE AT MANHATTAN AVE,bus,40.743688,-74.053961,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/5987410524,HCNJ,250006021,FOR_SALE,SINGLE_FAMILY,405 Bergen Ave,,Jersey City,NJ,07304,4,2,1,2000,,699999,2025-03-28,330000,2017-10-12,2500,350,40.715627,-74.07958,,,,0.2995820849040471,WEST SIDE AVE AT CLENDENNY AVE,bus,40.71913,-74.082951,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/6069693725,HCNJ,250010096,FOR_SALE,MULTI_FAMILY,644 Side Ave,,Jersey City,NJ,07304,5,2,,,,650000,2025-05-20,190000,2001-07-16,2413,,40.722636,-74.079548,2,,,0.3007387142077694,WEST SIDE AVE AT CLENDENNY AVE,bus,40.71913,-74.082951,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/6292662797,GSNJ,3957546,FOR_SALE,CONDOS,111 Mulberry St,Apt 4L,Newark,NJ,07102,3,2,,1500,1988,450000,2025-04-18,280000,2020-09-17,81022,300,40.735482,-74.170116,,819,,0.30463003804895383,NEWARK PENN STATION,rail,40.734221,-74.164554,"Newark, NJ"
https://www.realtor.com/realestateandhomes-detail/6394676618,HCNJ,250009120,FOR_SALE,CONDOS,371 New York Ave,Unit 2,Jersey City,NJ,07307,3,2,,1500,,1395000,2025-05-07,,,,930,40.748864,-74.04255,,,,0.3055483819137633,NEW YORK AVE AT 2ND ST,bus,40.752909,-74.040181,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/6298870009,HCNJ,250009288,FOR_SALE,MULTI_FAMILY,326 Ege Ave,,Jersey City,NJ,07304,6,3,,,,780000,2025-05-09,212300,2016-02-09,,,40.717888,-74.088566,,,1,0.30699755787630734,WEST SIDE AVE AT CLENDENNY AVE,bus,40.71913,-74.082951,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/5186269401,HCNJ,250007118,FOR_SALE,MULTI_FAMILY,585 Palisade Ave,,Jersey City,NJ,07307,5,5,,,,1350000,2025-04-11,735000,2005-07-29,2500,,40.748547,-74.041708,,,2,0.3114734835635532,NEW YORK AVE AT 2ND ST,bus,40.752909,-74.040181,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/5945735828,HCNJ,250010067,FOR_SALE,SINGLE_FAMILY,465 Bergen Ave,,Jersey City,NJ,07304,4,4,,,,475000,2025-05-19,,,1349,,40.717387,-74.077427,,,,0.3139659858802447,WEST SIDE AVE AT CLENDENNY AVE,bus,40.71913,-74.082951,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/9576004516,HCNJ,250010299,FOR_SALE,CONDOS,72 Lincoln St,Unit 2,Jersey City,NJ,07307,3,2,,1509,,949000,2025-05-22,,,,629,40.748071,-74.051983,,175,,0.31975687399199254,SUMMIT AVE AT MANHATTAN AVE,bus,40.743688,-74.053961,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/5874360357,HCNJ,250006142,FOR_SALE,CONDOS,225 River St,Apt 1904,Hoboken,NJ,07030,2,2,1,1961,,2350000,2025-03-31,,,,1198,40.73948,-74.028624,2,3412,,0.3213997683495872,HOBOKEN,rail,40.734843,-74.028046,"Hoboken, NJ"
https://www.realtor.com/realestateandhomes-detail/5408171459,HCNJ,250009144,FOR_SALE,CONDOS,224 Hudson St,Apt 3B,Hoboken,NJ,07030,2,2,,1150,,800000,2025-05-08,710000,2015-04-13,,696,40.739417,-74.029435,2,488,1,0.32392810145973855,HOBOKEN,rail,40.734843,-74.028046,"Hoboken, NJ"
https://www.realtor.com/realestateandhomes-detail/9554822067,HCNJ,250007114,FOR_SALE,CONDOS,579 Palisade Ave,Unit 1,Jersey City,NJ,07307,2,1,,1000,,525000,2025-04-11,,,,525,40.748337,-74.04171,,405,,0.3255235500155792,NEW YORK AVE AT 2ND ST,bus,40.752909,-74.040181,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/6339438099,HCNJ,250006441,FOR_SALE,MULTI_FAMILY,7 Lienau Pl,,Jersey City,NJ,07306,6,5,,,,2250000,2025-04-03,600000,2022-11-14,,,40.738979,-74.052743,,,2,0.33116146433156846,SUMMIT AVE AT MANHATTAN AVE,bus,40.743688,-74.053961,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/6798671137,PHPA,NJHD2000276,FOR_SALE,CONDOS,1 Congress St,Apt C4,Jersey City,NJ,07307,1,1,,950,1965,489000,2025-05-01,,,,515,40.748105,-74.040054,3,360,,0.3315559783382021,NEW YORK AVE AT 2ND ST,bus,40.752909,-74.040181,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/6158108074,HCNJ,250010005,FOR_SALE,CONDOS,1160 Summit Ave,Unit 2,Jersey City,NJ,07307,2,2,,1097,,595000,2025-05-19,,,,542,40.7546,-74.046158,,450,,0.33463493480228496,NEW YORK AVE AT 2ND ST,bus,40.752909,-74.040181,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/5284448529,HCNJ,250005581,FOR_SALE,CONDOS,135 Garden St,Apt 4,Hoboken,NJ,07030,2,1,,835,,655000,2025-03-24,582500,2021-05-07,,784,40.738706,-74.031977,2,429,,0.33707934424131997,HOBOKEN,rail,40.734843,-74.028046,"Hoboken, NJ"
https://www.realtor.com/realestateandhomes-detail/6994871495,MONJ,22513334,FOR_SALE,SINGLE_FAMILY,62 Hancock Ave,,Jersey City,NJ,07307,2,2,1,5000,,1749999,2025-05-07,440000,2005-10-15,,350,40.74461,-74.047653,2,0,1,0.33710678456140514,SUMMIT AVE AT MANHATTAN AVE,bus,40.743688,-74.053961,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/9723045548,HCNJ,250005855,FOR_SALE,SINGLE_FAMILY,125A Lincoln St,,Jersey City,NJ,07307,4,2,1,,,895000,2025-03-27,,,1875,,40.748604,-74.054672,,,,0.341263006857775,SUMMIT AVE AT MANHATTAN AVE,bus,40.743688,-74.053961,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/9540269102,HCNJ,250005992,FOR_SALE,CONDOS,81 Webster Ave,Unit 1,Jersey City,NJ,07307,3,3,,1790,,1249000,2025-03-28,,,,698,40.741386,-74.048195,,,,0.3417678285094211,SUMMIT AVE AT MANHATTAN AVE,bus,40.743688,-74.053961,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/5643380909,HCNJ,250008983,FOR_SALE,CONDOS,95 Webster Ave,Apt 3F,Jersey City,NJ,07307,2,1,,963,,575000,2025-05-06,,,,597,40.74176,-74.047911,,,,0.34426018521865703,SUMMIT AVE AT MANHATTAN AVE,bus,40.743688,-74.053961,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/6001001221,GSNJ,3959218,FOR_SALE,MULTI_FAMILY,173 Harrison Ave,,Jersey City,NJ,07304,6,3,1,3800,1900,745000,2025-04-28,32000,1974-12-23,2614,196,40.719383,-74.076378,,,,0.3455262729840413,WEST SIDE AVE AT CLENDENNY AVE,bus,40.71913,-74.082951,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/9862145082,HCNJ,250008545,FOR_SALE,LAND,406 Westside Ave,,Jersey City,NJ,07305,,,,,,501000,2025-05-01,4000,1979-06-21,2100,,40.71516,-74.087016,,,,0.3472622681900536,WEST SIDE AVE AT CLENDENNY AVE,bus,40.71913,-74.082951,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/5608725143,BCNJ,25014714,FOR_SALE,CONDOS,99 Park Ave,Apt 5D,Hoboken,NJ,07030,2,2,,,,1265000,2025-05-03,610000,2005-01-19,,,40.737715,-74.033488,,,1,0.34764977796755936,HOBOKEN,rail,40.734843,-74.028046,"Hoboken, NJ"
https://www.realtor.com/realestateandhomes-detail/9281455612,HCNJ,250010219,FOR_SALE,CONDOS,259 Liberty Ave,Unit 4,Jersey City,NJ,07307,3,2,1,1420,,735000,2025-05-21,,,,518,40.74604,-74.059875,2,296,,0.35023968339350975,SUMMIT AVE AT MANHATTAN AVE,bus,40.743688,-74.053961,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/9813770132,HCNJ,250010218,FOR_SALE,CONDOS,259 Liberty Ave,Unit 3,Jersey City,NJ,07307,3,2,1,1517,,749000,2025-05-21,,,,494,40.74604,-74.059875,2,316,,0.35023968339350975,SUMMIT AVE AT MANHATTAN AVE,bus,40.743688,-74.053961,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/9543886663,HCNJ,250010217,FOR_SALE,CONDOS,259 Liberty Ave,Unit 2,Jersey City,NJ,07307,3,2,1,1473,,769000,2025-05-21,,,,522,40.74604,-74.059875,2,307,,0.35023968339350975,SUMMIT AVE AT MANHATTAN AVE,bus,40.743688,-74.053961,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/6036894621,HCNJ,250007117,FOR_SALE,MULTI_FAMILY,114 Oak St,,Jersey City,NJ,07304,6,3,,,,550000,2025-04-11,,,2500,,40.71509,-74.078899,2,,,0.3506706939155222,WEST SIDE AVE AT CLENDENNY AVE,bus,40.71913,-74.082951,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/9860534045,GSNJ,3958902,FOR_SALE,CONDOS,160 2nd St,,Hoboken,NJ,07030,1,1,,,1900,455000,2025-04-25,,,118919,,40.73904,-74.031822,,327,,0.35092612191904765,HOBOKEN,rail,40.734843,-74.028046,"Hoboken, NJ"
https://www.realtor.com/realestateandhomes-detail/9081180585,GSNJ,3962068,FOR_SALE,CONDOS,223 Bloomfield St,,Hoboken,NJ,07030,1,1,,,1920,649000,2025-05-09,,,13939,,40.739548,-74.030609,,526,1,0.35142340441212216,HOBOKEN,rail,40.734843,-74.028046,"Hoboken, NJ"
https://www.realtor.com/realestateandhomes-detail/5788435245,HCNJ,250009165,FOR_SALE,CONDOS,160 2nd St,Apt 2,Hoboken,NJ,07030,1,1,,364,,455000,2025-05-08,375000,2020-05-21,,1250,40.739058,-74.031817,,292,,0.3518040987674235,HOBOKEN,rail,40.734843,-74.028046,"Hoboken, NJ"
https://www.realtor.com/realestateandhomes-detail/5355689639,HCNJ,250008069,FOR_SALE,CONDOS,160 2nd St,Apt 4,Hoboken,NJ,07030,1,1,,401,,455000,2025-04-25,364000,2020-10-30,,1135,40.739097,-74.031805,,,,0.35368037357998233,HOBOKEN,rail,40.734843,-74.028046,"Hoboken, NJ"
https://www.realtor.com/realestateandhomes-detail/6036514625,HCNJ,250009225,FOR_SALE,CONDOS,223 Bloomfield St,Apt 4C,Hoboken,NJ,07030,1,1,,675,,649000,2025-05-08,430000,2023-03-01,,961,40.739567,-74.030722,,526,1,0.3549398136107081,HOBOKEN,rail,40.734843,-74.028046,"Hoboken, NJ"
https://www.realtor.com/realestateandhomes-detail/9675382267,HCNJ,250008826,FOR_SALE,MULTI_FAMILY,245 Liberty Ave,,Jersey City,NJ,07307,5,3,,,,1300000,2025-05-05,370000,2003-12-10,2500,,40.745635,-74.060222,,,2,0.35498470761936823,SUMMIT AVE AT MANHATTAN AVE,bus,40.743688,-74.053961,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/6680850107,HCNJ,250008566,FOR_SALE,CONDOS,223 Bloomfield St,Apt 3E,Hoboken,NJ,07030,1,1,,744,,698000,2025-05-01,255000,2002-12-04,,938,40.739622,-74.030822,2,514,,0.36051736188987876,HOBOKEN,rail,40.734843,-74.028046,"Hoboken, NJ"
https://www.realtor.com/realestateandhomes-detail/6417286653,BCNJ,25017422,FOR_SALE,CONDOS,50 Reservoir Ave,Apt 201,Jersey City,NJ,07307,2,1,,,,525000,2025-05-22,355000,2017-06-19,,,40.739336,-74.050088,,,1,0.3626249123220218,SUMMIT AVE AT MANHATTAN AVE,bus,40.743688,-74.053961,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/6348545510,GSNJ,3959429,FOR_SALE,CONDOS,111 Mallory Ave,Apt 7,Jersey City,NJ,07304,0,1,,,1930,150000,2025-04-28,77000,2006-11-02,2178,,40.718094,-74.089723,,385,,0.3626515355579837,WEST SIDE AVE AT CLENDENNY AVE,bus,40.71913,-74.082951,"Jersey City, NJ"
https://www.realtor.com/realestateandhomes-detail/6280349659,HCNJ,250006427,FOR_SALE,CONDOS,125 Garden St,Apt 3E,Hoboken,NJ,07030,1,1,,833,,675000,2025-04-03,675000,2025-04-29,,810,40.738614,-74.03287,,379,,0.3630654305420583,HOBOKEN,rail,40.734843,-74.028046,"Hoboken, NJ"
